City,Date,PM2_5,PM10,AQI,AQI_Bucket,Year,Month,Month_name
Ahmedabad,29/01/2015,83.13,,209,Poor,2015,1,January
Ahmedabad,30/01/2015,79.84,,328,Very Poor,2015,1,January
Ahmedabad,04/02/2015,80.65,,294,Poor,2015,2,February
Ahmedabad,05/02/2015,58.36,,149,Moderate,2015,2,February
Ahmedabad,06/02/2015,79.29,,190,Moderate,2015,2,February
Ahmedabad,07/02/2015,88.7,,247,Poor,2015,2,February
Ahmedabad,08/02/2015,74.28,,379,Very Poor,2015,2,February
Ahmedabad,09/02/2015,113.93,,341,Very Poor,2015,2,February
Ahmedabad,10/02/2015,105.39,,256,Poor,2015,2,February
Ahmedabad,11/02/2015,66.52,,388,Very Poor,2015,2,February
Ahmedabad,12/02/2015,65.04,,288,Poor,2015,2,February
Ahmedabad,15/02/2015,113.25,,475,Severe,2015,2,February
Ahmedabad,17/02/2015,80.61,,479,Severe,2015,2,February
Ahmedabad,19/02/2015,107.99,,427,Severe,2015,2,February
Ahmedabad,24/02/2015,118.72,,411,Severe,2015,2,February
Ahmedabad,25/02/2015,52.99,,292,Poor,2015,2,February
Ahmedabad,02/03/2015,60.78,,189,Moderate,2015,3,March
Ahmedabad,03/03/2015,91.83,,408,Severe,2015,3,March
Ahmedabad,04/03/2015,93.88,,383,Very Poor,2015,3,March
Ahmedabad,08/03/2015,71.56,,190,Moderate,2015,3,March
Ahmedabad,09/03/2015,119.8,,233,Poor,2015,3,March
Ahmedabad,10/03/2015,106.71,,297,Poor,2015,3,March
Ahmedabad,11/03/2015,118.49,,330,Very Poor,2015,3,March
Ahmedabad,12/03/2015,106.01,,252,Poor,2015,3,March
Ahmedabad,13/03/2015,97.34,,244,Poor,2015,3,March
Ahmedabad,14/03/2015,83.92,,234,Poor,2015,3,March
Ahmedabad,15/03/2015,49.51,,219,Poor,2015,3,March
Ahmedabad,16/03/2015,30.76,,118,Moderate,2015,3,March
Ahmedabad,17/03/2015,50.29,,231,Poor,2015,3,March
Ahmedabad,18/03/2015,57.69,,286,Poor,2015,3,March
Ahmedabad,27/03/2015,147.38,,437,Severe,2015,3,March
Ahmedabad,28/03/2015,158.25,,321,Very Poor,2015,3,March
Ahmedabad,29/03/2015,237.76,,372,Very Poor,2015,3,March
Ahmedabad,30/03/2015,133.37,,339,Very Poor,2015,3,March
Ahmedabad,31/03/2015,133.3,,339,Very Poor,2015,3,March
Ahmedabad,01/04/2015,96.04,,324,Very Poor,2015,4,April
Ahmedabad,02/04/2015,77.69,,222,Poor,2015,4,April
Ahmedabad,03/04/2015,53.07,,169,Moderate,2015,4,April
Ahmedabad,04/04/2015,63.11,,220,Poor,2015,4,April
Ahmedabad,06/04/2015,120.96,,303,Very Poor,2015,4,April
Ahmedabad,07/04/2015,138.63,,314,Very Poor,2015,4,April
Ahmedabad,08/04/2015,144.36,,378,Very Poor,2015,4,April
Ahmedabad,09/04/2015,85.03,,415,Severe,2015,4,April
Ahmedabad,11/04/2015,61.06,,126,Moderate,2015,4,April
Ahmedabad,12/04/2015,39.42,,175,Moderate,2015,4,April
Ahmedabad,13/04/2015,111.86,,226,Poor,2015,4,April
Ahmedabad,14/04/2015,58.37,,244,Poor,2015,4,April
Ahmedabad,15/04/2015,95.37,,315,Very Poor,2015,4,April
Ahmedabad,18/04/2015,109.48,,285,Poor,2015,4,April
Ahmedabad,19/04/2015,126.04,,321,Very Poor,2015,4,April
Ahmedabad,20/04/2015,71.22,,358,Very Poor,2015,4,April
Ahmedabad,21/04/2015,97.87,,357,Very Poor,2015,4,April
Ahmedabad,22/04/2015,63.38,,189,Moderate,2015,4,April
Ahmedabad,24/04/2015,80.9,,214,Poor,2015,4,April
Ahmedabad,25/04/2015,103.29,,253,Poor,2015,4,April
Ahmedabad,26/04/2015,107.5,,239,Poor,2015,4,April
Ahmedabad,29/04/2015,138.42,,300,Poor,2015,4,April
Ahmedabad,30/04/2015,129.04,,317,Very Poor,2015,4,April
Ahmedabad,01/05/2015,96.65,,240,Poor,2015,5,May
Ahmedabad,02/05/2015,126.77,,344,Very Poor,2015,5,May
Ahmedabad,04/05/2015,86.31,,308,Very Poor,2015,5,May
Ahmedabad,05/05/2015,83.99,,227,Poor,2015,5,May
Ahmedabad,06/05/2015,65.11,,120,Moderate,2015,5,May
Ahmedabad,07/05/2015,51.03,,158,Moderate,2015,5,May
Ahmedabad,08/05/2015,38.73,,177,Moderate,2015,5,May
Ahmedabad,09/05/2015,61.12,,201,Poor,2015,5,May
Ahmedabad,10/05/2015,58.44,,211,Poor,2015,5,May
Ahmedabad,11/05/2015,61.49,,221,Poor,2015,5,May
Ahmedabad,12/05/2015,65.39,,233,Poor,2015,5,May
Ahmedabad,13/05/2015,100.92,,481,Severe,2015,5,May
Ahmedabad,14/05/2015,97.48,,352,Very Poor,2015,5,May
Ahmedabad,15/05/2015,129.27,,327,Very Poor,2015,5,May
Ahmedabad,17/05/2015,100.57,,411,Severe,2015,5,May
Ahmedabad,18/05/2015,130.34,,212,Poor,2015,5,May
Ahmedabad,19/05/2015,53.24,,280,Poor,2015,5,May
Ahmedabad,20/05/2015,42,,162,Moderate,2015,5,May
Ahmedabad,23/05/2015,38.88,,128,Moderate,2015,5,May
Ahmedabad,24/05/2015,46.89,,129,Moderate,2015,5,May
Ahmedabad,25/05/2015,70.96,,152,Moderate,2015,5,May
Ahmedabad,26/05/2015,53.66,,176,Moderate,2015,5,May
Ahmedabad,27/05/2015,45.49,,167,Moderate,2015,5,May
Ahmedabad,28/05/2015,60.86,,106,Moderate,2015,5,May
Ahmedabad,29/05/2015,51.93,,231,Poor,2015,5,May
Ahmedabad,30/05/2015,77.87,,327,Very Poor,2015,5,May
Ahmedabad,31/05/2015,57.59,,174,Moderate,2015,5,May
Ahmedabad,01/06/2015,77.22,,185,Moderate,2015,6,June
Ahmedabad,02/06/2015,45.29,,179,Moderate,2015,6,June
Ahmedabad,03/06/2015,103.78,,211,Poor,2015,6,June
Ahmedabad,04/06/2015,25.14,,192,Moderate,2015,6,June
Ahmedabad,05/06/2015,87.03,,310,Very Poor,2015,6,June
Ahmedabad,06/06/2015,89.6,,223,Poor,2015,6,June
Ahmedabad,07/06/2015,80.69,,192,Moderate,2015,6,June
Ahmedabad,08/06/2015,44.75,,191,Moderate,2015,6,June
Ahmedabad,09/06/2015,38.11,,184,Moderate,2015,6,June
Ahmedabad,10/06/2015,45.5,,220,Poor,2015,6,June
Ahmedabad,11/06/2015,36.98,,215,Poor,2015,6,June
Ahmedabad,12/06/2015,43.58,,226,Poor,2015,6,June
Ahmedabad,13/06/2015,45.49,,251,Poor,2015,6,June
Ahmedabad,14/06/2015,38.06,,216,Poor,2015,6,June
Ahmedabad,15/06/2015,45.41,,237,Poor,2015,6,June
Ahmedabad,16/06/2015,37.71,,198,Moderate,2015,6,June
Ahmedabad,17/06/2015,32.37,,195,Moderate,2015,6,June
Ahmedabad,18/06/2015,34.74,,187,Moderate,2015,6,June
Ahmedabad,19/06/2015,32.56,,181,Moderate,2015,6,June
Ahmedabad,20/06/2015,29.28,,179,Moderate,2015,6,June
Ahmedabad,21/06/2015,20.46,,188,Moderate,2015,6,June
Ahmedabad,22/06/2015,26.07,,190,Moderate,2015,6,June
Ahmedabad,23/06/2015,21.43,,185,Moderate,2015,6,June
Ahmedabad,24/06/2015,11.91,,189,Moderate,2015,6,June
Ahmedabad,25/06/2015,57.75,,196,Moderate,2015,6,June
Ahmedabad,26/06/2015,66.39,,201,Poor,2015,6,June
Ahmedabad,27/06/2015,62.61,,231,Poor,2015,6,June
Ahmedabad,28/06/2015,47.5,,196,Moderate,2015,6,June
Ahmedabad,29/06/2015,111.8,,220,Poor,2015,6,June
Ahmedabad,30/06/2015,30,,244,Poor,2015,6,June
Ahmedabad,01/07/2015,4.66,,223,Poor,2015,7,July
Ahmedabad,02/07/2015,48.72,,230,Poor,2015,7,July
Ahmedabad,03/07/2015,49.7,,243,Poor,2015,7,July
Ahmedabad,04/07/2015,48.1,,215,Poor,2015,7,July
Ahmedabad,05/07/2015,47.43,,199,Moderate,2015,7,July
Ahmedabad,06/07/2015,51.74,,200,Moderate,2015,7,July
Ahmedabad,07/07/2015,42.68,,226,Poor,2015,7,July
Ahmedabad,08/07/2015,38.45,,241,Poor,2015,7,July
Ahmedabad,09/07/2015,46.69,,222,Poor,2015,7,July
Ahmedabad,10/07/2015,55.27,,223,Poor,2015,7,July
Ahmedabad,11/07/2015,149.03,,248,Poor,2015,7,July
Ahmedabad,12/07/2015,86.57,,300,Poor,2015,7,July
Ahmedabad,13/07/2015,111.77,,232,Poor,2015,7,July
Ahmedabad,14/07/2015,151.4,,330,Very Poor,2015,7,July
Ahmedabad,15/07/2015,51.35,,223,Poor,2015,7,July
Ahmedabad,16/07/2015,65.37,,105,Moderate,2015,7,July
Ahmedabad,17/07/2015,56.28,,101,Moderate,2015,7,July
Ahmedabad,18/07/2015,48.17,,93,Satisfactory,2015,7,July
Ahmedabad,19/07/2015,33.56,,67,Satisfactory,2015,7,July
Ahmedabad,20/07/2015,31.3,,60,Satisfactory,2015,7,July
Ahmedabad,22/07/2015,57.11,,90,Satisfactory,2015,7,July
Ahmedabad,23/07/2015,34.72,,78,Satisfactory,2015,7,July
Ahmedabad,24/07/2015,29.22,,48,Good,2015,7,July
Ahmedabad,25/07/2015,29.79,,53,Satisfactory,2015,7,July
Ahmedabad,26/07/2015,59.95,,91,Satisfactory,2015,7,July
Ahmedabad,27/07/2015,19.2,,70,Satisfactory,2015,7,July
Ahmedabad,28/07/2015,19.52,,157,Moderate,2015,7,July
Ahmedabad,29/07/2015,35.16,,158,Moderate,2015,7,July
Ahmedabad,30/07/2015,33.03,,169,Moderate,2015,7,July
Ahmedabad,31/07/2015,40.95,,174,Moderate,2015,7,July
Ahmedabad,01/08/2015,40.29,,173,Moderate,2015,8,August
Ahmedabad,02/08/2015,41.16,,172,Moderate,2015,8,August
Ahmedabad,03/08/2015,36.12,,190,Moderate,2015,8,August
Ahmedabad,04/08/2015,28.51,,171,Moderate,2015,8,August
Ahmedabad,05/08/2015,31.59,,168,Moderate,2015,8,August
Ahmedabad,06/08/2015,42.56,,172,Moderate,2015,8,August
Ahmedabad,07/08/2015,48.12,,173,Moderate,2015,8,August
Ahmedabad,08/08/2015,37.09,,175,Moderate,2015,8,August
Ahmedabad,09/08/2015,33.4,,179,Moderate,2015,8,August
Ahmedabad,10/08/2015,38.64,,174,Moderate,2015,8,August
Ahmedabad,11/08/2015,40.49,,176,Moderate,2015,8,August
Ahmedabad,12/08/2015,41.37,,179,Moderate,2015,8,August
Ahmedabad,13/08/2015,44.56,,175,Moderate,2015,8,August
Ahmedabad,14/08/2015,65.68,,177,Moderate,2015,8,August
Ahmedabad,15/08/2015,33.34,,175,Moderate,2015,8,August
Ahmedabad,16/08/2015,39.17,,174,Moderate,2015,8,August
Ahmedabad,17/08/2015,34,,179,Moderate,2015,8,August
Ahmedabad,18/08/2015,36.38,,177,Moderate,2015,8,August
Ahmedabad,19/08/2015,38.35,,180,Moderate,2015,8,August
Ahmedabad,20/08/2015,38.5,,274,Poor,2015,8,August
Ahmedabad,21/08/2015,39.61,,310,Very Poor,2015,8,August
Ahmedabad,22/08/2015,61.79,,303,Very Poor,2015,8,August
Ahmedabad,23/08/2015,43.22,,302,Very Poor,2015,8,August
Ahmedabad,24/08/2015,33.41,,302,Very Poor,2015,8,August
Ahmedabad,25/08/2015,36.9,,302,Very Poor,2015,8,August
Ahmedabad,26/08/2015,36.36,,302,Very Poor,2015,8,August
Ahmedabad,27/08/2015,32.64,,302,Very Poor,2015,8,August
Ahmedabad,28/08/2015,38.23,,302,Very Poor,2015,8,August
Ahmedabad,29/08/2015,39.86,,301,Very Poor,2015,8,August
Ahmedabad,30/08/2015,72.74,,302,Very Poor,2015,8,August
Ahmedabad,31/08/2015,43.2,,302,Very Poor,2015,8,August
Ahmedabad,01/09/2015,63.2,,302,Very Poor,2015,9,September
Ahmedabad,02/09/2015,64.73,,302,Very Poor,2015,9,September
Ahmedabad,03/09/2015,65.28,,301,Very Poor,2015,9,September
Ahmedabad,04/09/2015,67.86,,302,Very Poor,2015,9,September
Ahmedabad,05/09/2015,52.4,,301,Very Poor,2015,9,September
Ahmedabad,06/09/2015,33.33,,302,Very Poor,2015,9,September
Ahmedabad,07/09/2015,29.52,,301,Very Poor,2015,9,September
Ahmedabad,08/09/2015,15.53,,301,Very Poor,2015,9,September
Ahmedabad,10/09/2015,50.24,,226,Poor,2015,9,September
Ahmedabad,11/09/2015,61.77,,276,Poor,2015,9,September
Ahmedabad,12/09/2015,46.93,,209,Poor,2015,9,September
Ahmedabad,13/09/2015,43.01,,179,Moderate,2015,9,September
Ahmedabad,14/09/2015,42.06,,197,Moderate,2015,9,September
Ahmedabad,15/09/2015,44.94,,229,Poor,2015,9,September
Ahmedabad,16/09/2015,29.58,,170,Moderate,2015,9,September
Ahmedabad,17/09/2015,32.15,,164,Moderate,2015,9,September
Ahmedabad,18/09/2015,36.33,,195,Moderate,2015,9,September
Ahmedabad,19/09/2015,24.46,,220,Poor,2015,9,September
Ahmedabad,22/09/2015,59.29,,217,Poor,2015,9,September
Ahmedabad,23/09/2015,65.32,,254,Poor,2015,9,September
Ahmedabad,24/09/2015,47.39,,241,Poor,2015,9,September
Ahmedabad,25/09/2015,43.88,,244,Poor,2015,9,September
Ahmedabad,26/09/2015,28.35,,243,Poor,2015,9,September
Ahmedabad,27/09/2015,3.59,,244,Poor,2015,9,September
Ahmedabad,28/09/2015,3.04,,327,Very Poor,2015,9,September
Ahmedabad,29/09/2015,19.14,,390,Very Poor,2015,9,September
Ahmedabad,30/09/2015,69.12,,231,Poor,2015,9,September
Ahmedabad,01/10/2015,76.41,,396,Very Poor,2015,10,October
Ahmedabad,03/10/2015,127.94,,466,Severe,2015,10,October
Ahmedabad,04/10/2015,87.18,,230,Poor,2015,10,October
Ahmedabad,05/10/2015,99.73,,309,Very Poor,2015,10,October
Ahmedabad,07/10/2015,92.12,,397,Very Poor,2015,10,October
Ahmedabad,10/10/2015,118.91,,355,Very Poor,2015,10,October
Ahmedabad,11/10/2015,91.41,,227,Poor,2015,10,October
Ahmedabad,12/10/2015,95.9,,316,Very Poor,2015,10,October
Ahmedabad,14/10/2015,90.71,,370,Very Poor,2015,10,October
Ahmedabad,16/10/2015,98.79,,393,Very Poor,2015,10,October
Ahmedabad,19/10/2015,170.52,,471,Severe,2015,10,October
Ahmedabad,22/10/2015,64.66,,213,Poor,2015,10,October
Ahmedabad,23/10/2015,78.14,,297,Poor,2015,10,October
Ahmedabad,28/10/2015,89.64,,270,Poor,2015,10,October
Ahmedabad,29/10/2015,51.72,,188,Moderate,2015,10,October
Ahmedabad,30/10/2015,54.59,,114,Moderate,2015,10,October
Ahmedabad,31/10/2015,46.5,,143,Moderate,2015,10,October
Ahmedabad,06/11/2015,191.01,,354,Very Poor,2015,11,November
Ahmedabad,07/11/2015,192.35,,381,Very Poor,2015,11,November
Ahmedabad,08/11/2015,127.64,,355,Very Poor,2015,11,November
Ahmedabad,28/06/2016,27.29,,272,Poor,2016,6,June
Ahmedabad,29/06/2016,41.43,,253,Poor,2016,6,June
Ahmedabad,30/06/2016,30.16,,256,Poor,2016,6,June
Ahmedabad,01/07/2016,29.42,,257,Poor,2016,7,July
Ahmedabad,02/07/2016,20.87,,213,Poor,2016,7,July
Ahmedabad,03/07/2016,35.08,,218,Poor,2016,7,July
Ahmedabad,04/07/2016,40.23,,214,Poor,2016,7,July
Ahmedabad,05/07/2016,54.25,,207,Poor,2016,7,July
Ahmedabad,06/07/2016,49.04,,169,Moderate,2016,7,July
Ahmedabad,15/07/2016,36.47,,72,Satisfactory,2016,7,July
Ahmedabad,16/07/2016,40.9,,91,Satisfactory,2016,7,July
Ahmedabad,17/07/2016,34.19,,124,Moderate,2016,7,July
Ahmedabad,18/07/2016,32.92,,145,Moderate,2016,7,July
Ahmedabad,19/07/2016,41.39,,499,Severe,2016,7,July
Ahmedabad,21/07/2016,33.48,,114,Moderate,2016,7,July
Ahmedabad,22/07/2016,30.8,,148,Moderate,2016,7,July
Ahmedabad,23/07/2016,30.47,,99,Satisfactory,2016,7,July
Ahmedabad,24/07/2016,34.64,,117,Moderate,2016,7,July
Ahmedabad,25/07/2016,43.71,,275,Poor,2016,7,July
Ahmedabad,26/07/2016,46.52,,183,Moderate,2016,7,July
Ahmedabad,27/07/2016,36.54,,336,Very Poor,2016,7,July
Ahmedabad,28/07/2016,36.87,,468,Severe,2016,7,July
Ahmedabad,04/08/2016,50.65,,494,Severe,2016,8,August
Ahmedabad,05/08/2016,33.93,,234,Poor,2016,8,August
Ahmedabad,08/08/2016,93.34,,327,Very Poor,2016,8,August
Ahmedabad,09/08/2016,38.06,,257,Poor,2016,8,August
Ahmedabad,10/08/2016,20.19,,300,Poor,2016,8,August
Ahmedabad,11/08/2016,10.45,,309,Very Poor,2016,8,August
Ahmedabad,12/08/2016,29.87,,316,Very Poor,2016,8,August
Ahmedabad,13/08/2016,60.18,,296,Poor,2016,8,August
Ahmedabad,14/08/2016,85.1,,240,Poor,2016,8,August
Ahmedabad,15/08/2016,55.55,,220,Poor,2016,8,August
Ahmedabad,16/08/2016,170.22,,460,Severe,2016,8,August
Ahmedabad,17/08/2016,35.05,,341,Very Poor,2016,8,August
Ahmedabad,18/08/2016,37.68,,216,Poor,2016,8,August
Ahmedabad,19/08/2016,32.78,,174,Moderate,2016,8,August
Ahmedabad,20/08/2016,53.5,,252,Poor,2016,8,August
Ahmedabad,21/08/2016,48.24,,283,Poor,2016,8,August
Ahmedabad,22/08/2016,63.27,,282,Poor,2016,8,August
Ahmedabad,23/08/2016,40.43,,189,Moderate,2016,8,August
Ahmedabad,24/08/2016,31.15,,204,Poor,2016,8,August
Ahmedabad,25/08/2016,33.76,,207,Poor,2016,8,August
Ahmedabad,26/08/2016,35.95,,218,Poor,2016,8,August
Ahmedabad,27/08/2016,58.07,,243,Poor,2016,8,August
Ahmedabad,28/08/2016,46.04,,219,Poor,2016,8,August
Ahmedabad,29/08/2016,52.27,,247,Poor,2016,8,August
Ahmedabad,30/08/2016,46.68,,235,Poor,2016,8,August
Ahmedabad,31/08/2016,44.59,,234,Poor,2016,8,August
Ahmedabad,01/09/2016,30.81,,217,Poor,2016,9,September
Ahmedabad,02/09/2016,47.67,,222,Poor,2016,9,September
Ahmedabad,03/09/2016,35.69,,241,Poor,2016,9,September
Ahmedabad,04/09/2016,36.44,,225,Poor,2016,9,September
Ahmedabad,05/09/2016,33.83,,241,Poor,2016,9,September
Ahmedabad,06/09/2016,34.23,,237,Poor,2016,9,September
Ahmedabad,07/09/2016,52.15,,251,Poor,2016,9,September
Ahmedabad,08/09/2016,35.99,,220,Poor,2016,9,September
Ahmedabad,09/09/2016,37.93,,221,Poor,2016,9,September
Ahmedabad,10/09/2016,31.94,,226,Poor,2016,9,September
Ahmedabad,11/09/2016,18.04,,208,Poor,2016,9,September
Ahmedabad,12/09/2016,27.9,,190,Moderate,2016,9,September
Ahmedabad,13/09/2016,36.51,,250,Poor,2016,9,September
Ahmedabad,14/09/2016,55.71,,280,Poor,2016,9,September
Ahmedabad,15/09/2016,57.01,,306,Very Poor,2016,9,September
Ahmedabad,16/09/2016,53.94,,249,Poor,2016,9,September
Ahmedabad,17/09/2016,49.34,,213,Poor,2016,9,September
Ahmedabad,18/09/2016,,,135,Moderate,2016,9,September
Ahmedabad,22/09/2016,39.43,,268,Poor,2016,9,September
Ahmedabad,23/09/2016,42.33,,267,Poor,2016,9,September
Ahmedabad,24/09/2016,26.75,,216,Poor,2016,9,September
Ahmedabad,25/09/2016,34.16,,212,Poor,2016,9,September
Ahmedabad,26/09/2016,30.07,,214,Poor,2016,9,September
Ahmedabad,27/09/2016,25.54,,222,Poor,2016,9,September
Ahmedabad,28/09/2016,38.47,,216,Poor,2016,9,September
Ahmedabad,29/09/2016,42.55,,236,Poor,2016,9,September
Ahmedabad,30/09/2016,38.1,,225,Poor,2016,9,September
Ahmedabad,01/10/2016,27.22,,231,Poor,2016,10,October
Ahmedabad,02/10/2016,41.81,,298,Poor,2016,10,October
Ahmedabad,03/10/2016,75.03,,267,Poor,2016,10,October
Ahmedabad,04/10/2016,,,236,Poor,2016,10,October
Ahmedabad,06/10/2016,75.06,,301,Very Poor,2016,10,October
Ahmedabad,07/10/2016,85.36,,311,Very Poor,2016,10,October
Ahmedabad,08/10/2016,124.97,,313,Very Poor,2016,10,October
Ahmedabad,09/10/2016,86.63,,267,Poor,2016,10,October
Ahmedabad,10/10/2016,70.34,,232,Poor,2016,10,October
Ahmedabad,11/10/2016,50.49,,229,Poor,2016,10,October
Ahmedabad,12/10/2016,42.25,,227,Poor,2016,10,October
Ahmedabad,13/10/2016,48.23,,236,Poor,2016,10,October
Ahmedabad,14/10/2016,138.94,,326,Very Poor,2016,10,October
Ahmedabad,15/10/2016,155.68,,395,Very Poor,2016,10,October
Ahmedabad,17/10/2016,140.81,,423,Severe,2016,10,October
Ahmedabad,18/10/2016,87.09,,315,Very Poor,2016,10,October
Ahmedabad,19/10/2016,83.57,,213,Poor,2016,10,October
Ahmedabad,20/10/2016,75.41,,263,Poor,2016,10,October
Ahmedabad,21/10/2016,106.86,,355,Very Poor,2016,10,October
Ahmedabad,22/10/2016,96.53,,362,Very Poor,2016,10,October
Ahmedabad,23/10/2016,76.96,,236,Poor,2016,10,October
Ahmedabad,24/10/2016,73.05,,192,Moderate,2016,10,October
Ahmedabad,25/10/2016,72.52,,230,Poor,2016,10,October
Ahmedabad,26/10/2016,109.22,,278,Poor,2016,10,October
Ahmedabad,27/10/2016,122.63,,390,Very Poor,2016,10,October
Ahmedabad,29/10/2016,381.69,,472,Severe,2016,10,October
Ahmedabad,30/10/2016,182.59,,457,Severe,2016,10,October
Ahmedabad,01/11/2016,230.76,,420,Severe,2016,11,November
Ahmedabad,02/11/2016,203.3,,417,Severe,2016,11,November
Ahmedabad,03/11/2016,152.03,,390,Very Poor,2016,11,November
Ahmedabad,04/11/2016,176.02,,361,Very Poor,2016,11,November
Ahmedabad,11/10/2017,61.72,,105,Moderate,2017,10,October
Ahmedabad,21/10/2017,126.57,,319,Very Poor,2017,10,October
Ahmedabad,22/10/2017,59.26,,146,Moderate,2017,10,October
Ahmedabad,23/10/2017,51.72,,80,Satisfactory,2017,10,October
Ahmedabad,24/10/2017,67.4,,102,Moderate,2017,10,October
Ahmedabad,25/10/2017,79.49,,459,Severe,2017,10,October
Ahmedabad,05/11/2017,119.02,,498,Severe,2017,11,November
Ahmedabad,16/11/2017,85.32,,195,Moderate,2017,11,November
Ahmedabad,17/11/2017,143.07,,291,Poor,2017,11,November
Ahmedabad,18/11/2017,140.88,,313,Very Poor,2017,11,November
Ahmedabad,19/11/2017,99.77,,333,Very Poor,2017,11,November
Ahmedabad,20/11/2017,119.99,,338,Very Poor,2017,11,November
Ahmedabad,21/11/2017,111.92,,371,Very Poor,2017,11,November
Ahmedabad,22/11/2017,96.51,,463,Severe,2017,11,November
Ahmedabad,23/11/2017,80.52,,419,Severe,2017,11,November
Ahmedabad,02/12/2017,80.89,,330,Very Poor,2017,12,December
Ahmedabad,03/12/2017,58.62,,205,Poor,2017,12,December
Ahmedabad,04/12/2017,68.53,,164,Moderate,2017,12,December
Ahmedabad,05/12/2017,81.38,,187,Moderate,2017,12,December
Ahmedabad,06/12/2017,56.54,,149,Moderate,2017,12,December
Ahmedabad,07/12/2017,74.08,,215,Poor,2017,12,December
Ahmedabad,08/12/2017,62.76,,284,Poor,2017,12,December
Ahmedabad,09/12/2017,86.09,,167,Moderate,2017,12,December
Ahmedabad,10/12/2017,59.74,,337,Very Poor,2017,12,December
Ahmedabad,12/12/2017,52.15,,295,Poor,2017,12,December
Ahmedabad,14/12/2017,70.08,,400,Very Poor,2017,12,December
Ahmedabad,15/12/2017,86.9,,250,Poor,2017,12,December
Ahmedabad,16/12/2017,77.34,,232,Poor,2017,12,December
Ahmedabad,17/12/2017,65.93,,174,Moderate,2017,12,December
Ahmedabad,18/12/2017,66.58,,198,Moderate,2017,12,December
Ahmedabad,19/12/2017,62.24,,340,Very Poor,2017,12,December
Ahmedabad,20/12/2017,62.07,,355,Very Poor,2017,12,December
Ahmedabad,21/12/2017,72.04,,246,Poor,2017,12,December
Ahmedabad,22/12/2017,67.44,,216,Poor,2017,12,December
Ahmedabad,23/12/2017,77.76,,306,Very Poor,2017,12,December
Ahmedabad,27/12/2017,71.54,,404,Severe,2017,12,December
Ahmedabad,30/12/2017,82.03,,474,Severe,2017,12,December
Ahmedabad,31/12/2017,84.43,,343,Very Poor,2017,12,December
Ahmedabad,01/01/2018,84.46,,278,Poor,2018,1,January
Ahmedabad,02/01/2018,76.51,,256,Poor,2018,1,January
Ahmedabad,03/01/2018,63.88,,300,Poor,2018,1,January
Ahmedabad,09/01/2018,66.89,,216,Poor,2018,1,January
Ahmedabad,10/01/2018,74.57,,316,Very Poor,2018,1,January
Ahmedabad,13/01/2018,82.53,,421,Severe,2018,1,January
Ahmedabad,22/01/2018,89.63,,384,Very Poor,2018,1,January
Ahmedabad,23/01/2018,55.27,,332,Very Poor,2018,1,January
Ahmedabad,28/01/2018,89.53,,430,Severe,2018,1,January
Ahmedabad,02/02/2018,88.37,,433,Severe,2018,2,February
Ahmedabad,11/02/2018,84.48,,471,Severe,2018,2,February
Ahmedabad,12/02/2018,89.41,,488,Severe,2018,2,February
Ahmedabad,13/02/2018,64.61,,471,Severe,2018,2,February
Ahmedabad,14/02/2018,65.35,,172,Moderate,2018,2,February
Ahmedabad,15/02/2018,52.18,,390,Very Poor,2018,2,February
Ahmedabad,26/02/2018,49.18,,460,Severe,2018,2,February
Ahmedabad,01/03/2018,54.45,,291,Poor,2018,3,March
Ahmedabad,02/03/2018,53.5,,132,Moderate,2018,3,March
Ahmedabad,03/03/2018,41.64,,212,Poor,2018,3,March
Ahmedabad,19/03/2018,98.49,,301,Very Poor,2018,3,March
Ahmedabad,21/03/2018,102.05,,414,Severe,2018,3,March
Ahmedabad,22/03/2018,100.33,,484,Severe,2018,3,March
Ahmedabad,29/03/2018,139.21,,308,Very Poor,2018,3,March
Ahmedabad,03/04/2018,75.68,,498,Severe,2018,4,April
Ahmedabad,04/04/2018,62.83,,265,Poor,2018,4,April
Ahmedabad,07/04/2018,90.13,,304,Very Poor,2018,4,April
Ahmedabad,09/04/2018,94.55,,403,Severe,2018,4,April
Ahmedabad,11/04/2018,92.5,,392,Very Poor,2018,4,April
Ahmedabad,12/04/2018,86.29,,414,Severe,2018,4,April
Ahmedabad,13/04/2018,104.21,,442,Severe,2018,4,April
Ahmedabad,14/04/2018,88.5,,438,Severe,2018,4,April
Ahmedabad,20/04/2018,71.3,,274,Poor,2018,4,April
Ahmedabad,21/04/2018,37.9,,210,Poor,2018,4,April
Ahmedabad,22/04/2018,78.18,,478,Severe,2018,4,April
Ahmedabad,23/04/2018,56.35,,465,Severe,2018,4,April
Ahmedabad,29/04/2018,39.97,,219,Poor,2018,4,April
Ahmedabad,30/04/2018,53.61,,328,Very Poor,2018,4,April
Ahmedabad,01/05/2018,63.06,,351,Very Poor,2018,5,May
Ahmedabad,02/05/2018,46.17,,286,Poor,2018,5,May
Ahmedabad,03/05/2018,61.24,,337,Very Poor,2018,5,May
Ahmedabad,04/05/2018,41.81,,249,Poor,2018,5,May
Ahmedabad,05/05/2018,55.09,,376,Very Poor,2018,5,May
Ahmedabad,06/05/2018,65.54,,415,Severe,2018,5,May
Ahmedabad,07/05/2018,41.04,,228,Poor,2018,5,May
Ahmedabad,08/05/2018,49.71,,266,Poor,2018,5,May
Ahmedabad,09/05/2018,44.75,,257,Poor,2018,5,May
