City,Date,PM2.5,PM10,AQI,AQI_Bucket,,,,,,,,,,3146
Amritsar,10/26/2023,47.21,100.22,101,Moderate,,,,,,,,,,
Amritsar,10/27/2023,48.32,103.08,102,Moderate,,,,,,,,,,
Amritsar,10/28/2023,49.32,101.56,102,Moderate,,,,,,,,,,
Amritsar,11/1/2023,31.41,63.19,158,Moderate,,,,,,,,,,
Amritsar,11/2/2023,51.03,109.83,84,Satisfactory,,,,,,,,,,
Amritsar,11/3/2023,43.78,107.53,110,Moderate,,,,,,,,,,
Amritsar,11/4/2023,,,104,Moderate,,,,,,,,,,
Amritsar,11/13/2023,26.23,168.52,141,Moderate,,,,,,,,,,
Amritsar,11/14/2023,38.53,268.32,177,Moderate,,,,,,,,,,
Amritsar,11/15/2023,38.68,260.46,215,Poor,,,,,,,,,,
Amritsar,11/16/2023,21.38,69.39,139,Moderate,,,,,,,,,,
Amritsar,11/17/2023,36.69,114.7,92,Satisfactory,,,,,,,,,,
Amritsar,11/18/2023,33.27,136.51,120,Moderate,,,,,,,,,,
Amritsar,11/19/2023,43.31,206.85,146,Moderate,,,,,,,,,,
Amritsar,11/20/2023,41.05,209.7,176,Moderate,,,,,,,,,,
Amritsar,11/21/2023,28.53,139.39,156,Moderate,,,,,,,,,,
Amritsar,11/22/2023,23.58,69.33,85,Satisfactory,,,,,,,,,,
Amritsar,11/23/2023,36.83,96.84,94,Satisfactory,,,,,,,,,,
Amritsar,11/24/2023,31.97,73.55,74,Satisfactory,,,,,,,,,,
Amritsar,11/25/2023,28.94,87.82,82,Satisfactory,,,,,,,,,,
Amritsar,11/26/2023,47.34,109.02,101,Moderate,,,,,,,,,,
Amritsar,11/27/2023,38.36,94.01,106,Moderate,,,,,,,,,,
Amritsar,11/28/2023,25.91,67.56,69,Satisfactory,,,,,,,,,,
Amritsar,11/29/2023,29.99,90.31,82,Satisfactory,,,,,,,,,,
Amritsar,11/30/2023,28.77,88.13,94,Satisfactory,,,,,,,,,,
Amritsar,12/1/2023,18.41,56.07,67,Satisfactory,,,,,,,,,,
Amritsar,12/2/2023,25.56,69.8,61,Satisfactory,,,,,,,,,,
Amritsar,12/3/2023,36.13,84.72,80,Satisfactory,,,,,,,,,,
Amritsar,12/4/2023,32.01,57.41,70,Satisfactory,,,,,,,,,,
Amritsar,12/5/2023,27.65,70.89,62,Satisfactory,,,,,,,,,,
Amritsar,12/6/2023,28.76,82.4,77,Satisfactory,,,,,,,,,,
Amritsar,12/7/2023,34.81,93.24,92,Satisfactory,,,,,,,,,,
Amritsar,12/8/2023,30.17,101.82,90,Satisfactory,,,,,,,,,,
Amritsar,12/9/2023,29.15,135.49,117,Moderate,,,,,,,,,,
Amritsar,12/10/2023,30.99,129.56,118,Moderate,,,,,,,,,,
Amritsar,12/11/2023,37.7,123.54,119,Moderate,,,,,,,,,,
Amritsar,12/12/2023,47.29,170.2,131,Moderate,,,,,,,,,,
Amritsar,12/13/2023,24.04,131.16,142,Moderate,,,,,,,,,,
Amritsar,12/14/2023,27.56,99.6,97,Satisfactory,,,,,,,,,,
Amritsar,12/15/2023,59.49,163.28,125,Moderate,,,,,,,,,,
Amritsar,12/16/2023,75.94,197,159,Moderate,,,,,,,,,,
Amritsar,12/17/2023,35.3,190.24,161,Moderate,,,,,,,,,,
Amritsar,12/18/2023,37.93,165.9,154,Moderate,,,,,,,,,,
Amritsar,12/19/2023,54.76,153.86,136,Moderate,,,,,,,,,,
Amritsar,12/20/2023,52.81,197.08,137,Moderate,,,,,,,,,,
Amritsar,12/21/2023,71.8,225.14,173,Moderate,,,,,,,,,,
Amritsar,12/22/2023,44.09,221.27,202,Poor,,,,,,,,,,
Amritsar,12/23/2023,54.21,243.06,189,Moderate,,,,,,,,,,
Amritsar,12/24/2023,56.33,248.8,196,Moderate,,,,,,,,,,
Amritsar,12/25/2023,76.9,253.99,198,Moderate,,,,,,,,,,
Amritsar,12/26/2023,30.64,107.82,154,Moderate,,,,,,,,,,
Amritsar,12/27/2023,39.43,136.27,108,Moderate,,,,,,,,,,
Amritsar,12/28/2023,77.79,259.45,170,Moderate,,,,,,,,,,
Amritsar,12/29/2023,69.26,275.85,225,Poor,,,,,,,,,,
Amritsar,12/30/2023,53.55,253.61,216,Poor,,,,,,,,,,
Amritsar,12/31/2023,78.12,255.33,199,Moderate,,,,,,,,,,
Amritsar,1/1/2024,97.56,298.19,233,Poor,,,,,,,,,,
Amritsar,1/2/2024,203.2,311.39,271,Poor,,,,,,,,,,
Amritsar,1/3/2024,65.44,188.36,232,Poor,,,,,,,,,,
Amritsar,1/22/2024,248.12,445.44,463,Severe,,,,,,,,,,
Amritsar,1/23/2024,148.47,318.1,320,Very Poor,,,,,,,,,,
Amritsar,1/24/2024,194.47,357.95,338,Very Poor,,,,,,,,,,
Amritsar,1/25/2024,214.73,276.08,395,Very Poor,,,,,,,,,,
Amritsar,1/26/2024,71.13,191.27,229,Poor,,,,,,,,,,
Amritsar,1/27/2024,126.19,312.7,239,Poor,,,,,,,,,,
Amritsar,1/28/2024,133.53,309.8,318,Very Poor,,,,,,,,,,
Amritsar,1/29/2024,150.33,299.12,308,Very Poor,,,,,,,,,,
Amritsar,1/30/2024,165.75,302.65,338,Very Poor,,,,,,,,,,
Amritsar,1/31/2024,221.93,295.75,356,Very Poor,,,,,,,,,,
Amritsar,2/1/2024,147.44,289.42,341,Very Poor,,,,,,,,,,
Amritsar,2/2/2024,174.03,267.13,271,Poor,,,,,,,,,,
Amritsar,2/3/2024,145.27,261.79,304,Very Poor,,,,,,,,,,
Amritsar,2/4/2024,129.13,259.59,314,Very Poor,,,,,,,,,,
Amritsar,2/5/2024,146.53,252.25,317,Very Poor,,,,,,,,,,
Amritsar,2/6/2024,144.73,251.09,318,Very Poor,,,,,,,,,,
Amritsar,2/7/2024,160.69,290.59,319,Very Poor,,,,,,,,,,
Amritsar,2/8/2024,140.05,290.75,321,Very Poor,,,,,,,,,,
Amritsar,2/9/2024,97.78,232.21,252,Poor,,,,,,,,,,
Amritsar,2/10/2024,90.68,250.2,235,Poor,,,,,,,,,,
Amritsar,2/11/2024,113,222.95,248,Poor,,,,,,,,,,
Amritsar,2/12/2024,137.47,260.49,295,Poor,,,,,,,,,,
Amritsar,2/13/2024,147.97,267.24,317,Very Poor,,,,,,,,,,
Amritsar,2/14/2024,151.19,271.2,328,Very Poor,,,,,,,,,,
Amritsar,2/15/2024,121.54,234.56,311,Very Poor,,,,,,,,,,
Amritsar,2/16/2024,89.18,178.8,234,Poor,,,,,,,,,,
Amritsar,2/17/2024,38.17,100.14,128,Moderate,,,,,,,,,,
Amritsar,2/18/2024,78.81,182.69,131,Moderate,,,,,,,,,,
Amritsar,2/19/2024,111.37,228.78,262,Poor,,,,,,,,,,
Amritsar,2/20/2024,83,184.32,200,Moderate,,,,,,,,,,
Amritsar,2/21/2024,106.43,224.99,206,Poor,,,,,,,,,,
Amritsar,2/22/2024,144.45,295.86,314,Very Poor,,,,,,,,,,
Amritsar,2/23/2024,128.92,264.88,307,Very Poor,,,,,,,,,,
Amritsar,2/24/2024,143.36,276.23,318,Very Poor,,,,,,,,,,
Amritsar,2/25/2024,110.68,237.22,288,Poor,,,,,,,,,,
Amritsar,2/26/2024,141.64,270.82,302,Very Poor,,,,,,,,,,
Amritsar,2/27/2024,143.81,268.1,322,Very Poor,,,,,,,,,,
Amritsar,2/28/2024,137.81,263.37,316,Very Poor,,,,,,,,,,
Amritsar,2/29/2024,137.05,266.39,313,Very Poor,,,,,,,,,,
Amritsar,3/1/2024,129.76,268.24,306,Very Poor,,,,,,,,,,
Amritsar,3/2/2024,146.1,283.99,317,Very Poor,,,,,,,,,,
Amritsar,3/3/2024,146.1,265.34,323,Very Poor,,,,,,,,,,
Amritsar,3/4/2024,147.77,270.1,324,Very Poor,,,,,,,,,,
Amritsar,3/5/2024,119.12,232.05,296,Poor,,,,,,,,,,
Amritsar,3/6/2024,130.16,239.25,309,Very Poor,,,,,,,,,,
Amritsar,3/7/2024,108.22,214.5,266,Poor,,,,,,,,,,
Amritsar,3/8/2024,92.93,189.34,227,Poor,,,,,,,,,,
Amritsar,3/10/2024,106.08,215.78,185,Moderate,,,,,,,,,,
Amritsar,3/11/2024,131.98,266.2,298,Poor,,,,,,,,,,
Amritsar,3/12/2024,117.47,236.63,304,Very Poor,,,,,,,,,,
Amritsar,3/13/2024,102.19,198.88,277,Poor,,,,,,,,,,
Amritsar,3/14/2024,44.98,87.5,162,Moderate,,,,,,,,,,
Amritsar,3/15/2024,53.43,87.57,127,Moderate,,,,,,,,,,
Amritsar,3/16/2024,66.28,141.61,116,Moderate,,,,,,,,,,
Amritsar,3/17/2024,58.41,124.48,126,Moderate,,,,,,,,,,
Amritsar,3/18/2024,53.83,120.29,113,Moderate,,,,,,,,,,
Amritsar,3/19/2024,58.65,129.08,114,Moderate,,,,,,,,,,
Amritsar,3/20/2024,63.41,177.11,133,Moderate,,,,,,,,,,
Amritsar,3/21/2024,43.93,121.78,142,Moderate,,,,,,,,,,
Amritsar,3/22/2024,75.09,171.16,126,Moderate,,,,,,,,,,
Amritsar,3/23/2024,108.76,221.19,230,Poor,,,,,,,,,,
Amritsar,3/24/2024,87.22,198.96,227,Poor,,,,,,,,,,
Amritsar,3/25/2024,56.46,126.01,143,Moderate,,,,,,,,,,
Amritsar,3/26/2024,72.21,157.96,122,Moderate,,,,,,,,,,
Amritsar,3/27/2024,96.33,186.31,197,Moderate,,,,,,,,,,
Amritsar,3/28/2024,112.36,210.37,235,Poor,,,,,,,,,,
Amritsar,3/29/2024,148.9,272.45,315,Very Poor,,,,,,,,,,
Amritsar,3/30/2024,177.53,303.42,335,Very Poor,,,,,,,,,,
Amritsar,3/31/2024,101.19,188.85,298,Poor,,,,,,,,,,
Amritsar,4/1/2024,100.84,199.13,233,Poor,,,,,,,,,,
Amritsar,4/2/2024,133.75,254.85,283,Poor,,,,,,,,,,
Amritsar,4/3/2024,158.06,285.43,321,Very Poor,,,,,,,,,,
Amritsar,4/4/2024,161.69,291.36,331,Very Poor,,,,,,,,,,
Amritsar,4/5/2024,149.97,260.76,331,Very Poor,,,,,,,,,,
Amritsar,4/6/2024,87.04,179.58,232,Poor,,,,,,,,,,
Amritsar,4/7/2024,,,212,Poor,,,,,,,,,,
Amritsar,4/16/2024,103.52,189.41,237,Poor,,,,,,,,,,
Amritsar,4/17/2024,124.02,195.9,310,Very Poor,,,,,,,,,,
Amritsar,4/18/2024,66.92,138.18,170,Moderate,,,,,,,,,,
Amritsar,4/19/2024,77.72,158.17,152,Moderate,,,,,,,,,,
Amritsar,4/20/2024,77.71,151.64,144,Moderate,,,,,,,,,,
Amritsar,4/21/2024,73.58,146.1,165,Moderate,,,,,,,,,,
Amritsar,4/22/2024,61.57,131.82,126,Moderate,,,,,,,,,,
Amritsar,4/23/2024,70.31,154.81,129,Moderate,,,,,,,,,,
Amritsar,4/24/2024,74.04,163.69,149,Moderate,,,,,,,,,,
Amritsar,4/25/2024,58.91,131.93,125,Moderate,,,,,,,,,,
Amritsar,4/26/2024,58.9,110.95,123,Moderate,,,,,,,,,,
Amritsar,4/27/2024,26.86,59.87,115,Moderate,,,,,,,,,,
Amritsar,4/28/2024,62.55,122.25,127,Moderate,,,,,,,,,,
Amritsar,4/29/2024,57.51,120.69,118,Moderate,,,,,,,,,,
Amritsar,4/30/2024,70.09,160.56,132,Moderate,,,,,,,,,,
Amritsar,5/1/2024,53.67,114.13,124,Moderate,,,,,,,,,,
Amritsar,5/2/2024,45.61,101.86,127,Moderate,,,,,,,,,,
Amritsar,5/3/2024,61.12,131.87,142,Moderate,,,,,,,,,,
Amritsar,5/4/2024,56.96,135.69,150,Moderate,,,,,,,,,,
Amritsar,5/5/2024,44.39,114.54,159,Moderate,,,,,,,,,,
Amritsar,5/6/2024,31.79,96.3,149,Moderate,,,,,,,,,,
Amritsar,5/7/2024,55.78,138.44,168,Moderate,,,,,,,,,,
Amritsar,5/8/2024,50.4,131.72,165,Moderate,,,,,,,,,,
Amritsar,5/9/2024,58.71,147.2,152,Moderate,,,,,,,,,,
Amritsar,5/10/2024,48.6,136.91,130,Moderate,,,,,,,,,,
Amritsar,5/11/2024,59.76,157.27,130,Moderate,,,,,,,,,,
Amritsar,5/12/2024,67.11,160.02,141,Moderate,,,,,,,,,,
Amritsar,5/13/2024,69.65,162.02,138,Moderate,,,,,,,,,,
Amritsar,5/14/2024,67.14,166.85,145,Moderate,,,,,,,,,,
Amritsar,5/15/2024,58.38,177.22,147,Moderate,,,,,,,,,,
Amritsar,5/16/2024,48.16,87.04,123,Moderate,,,,,,,,,,
Amritsar,5/17/2024,16.26,52.61,66,Satisfactory,,,,,,,,,,
Amritsar,5/18/2024,15.91,50.34,58,Satisfactory,,,,,,,,,,
Amritsar,5/19/2024,31.96,94.51,77,Satisfactory,,,,,,,,,,
Amritsar,5/20/2024,68.32,181.17,129,Moderate,,,,,,,,,,
Amritsar,5/21/2024,41.54,135.18,137,Moderate,,,,,,,,,,
Amritsar,5/22/2024,53.44,159.72,133,Moderate,,,,,,,,,,
Amritsar,5/23/2024,52.41,166.21,139,Moderate,,,,,,,,,,
Amritsar,5/24/2024,69.46,205.16,162,Moderate,,,,,,,,,,
Amritsar,5/25/2024,54.32,166.52,154,Moderate,,,,,,,,,,
Amritsar,5/26/2024,43.14,122.51,124,Moderate,,,,,,,,,,
Amritsar,5/27/2024,52.39,143.82,123,Moderate,,,,,,,,,,
Amritsar,5/28/2024,29.75,89.22,114,Moderate,,,,,,,,,,
Amritsar,5/29/2024,,,85,Satisfactory,,,,,,,,,,
Amritsar,5/31/2024,58.6,153.78,119,Moderate,,,,,,,,,,
Amritsar,6/1/2024,57.97,149.22,133,Moderate,,,,,,,,,,
Amritsar,6/2/2024,46.84,128.01,132,Moderate,,,,,,,,,,
Amritsar,6/3/2024,16.77,58.27,79,Satisfactory,,,,,,,,,,
Amritsar,6/4/2024,25.72,77.3,73,Satisfactory,,,,,,,,,,
Amritsar,6/5/2024,19.79,57.47,64,Satisfactory,,,,,,,,,,
Amritsar,6/6/2024,31.52,77.37,69,Satisfactory,,,,,,,,,,
Amritsar,6/7/2024,47.8,85.78,73,Satisfactory,,,,,,,,,,
Amritsar,6/8/2024,58.97,153.53,133,Moderate,,,,,,,,,,
Amritsar,6/9/2024,51.79,140.04,132,Moderate,,,,,,,,,,
Amritsar,6/10/2024,29.06,104.61,112,Moderate,,,,,,,,,,
Amritsar,6/11/2024,28.63,90.7,91,Satisfactory,,,,,,,,,,
Amritsar,6/12/2024,42.29,129.74,110,Moderate,,,,,,,,,,
Amritsar,6/13/2024,48.66,155.13,128,Moderate,,,,,,,,,,
Amritsar,6/14/2024,54.53,157.09,140,Moderate,,,,,,,,,,
Amritsar,6/15/2024,40.21,138.73,125,Moderate,,,,,,,,,,
Amritsar,6/16/2024,27.42,104.51,119,Moderate,,,,,,,,,,
Amritsar,6/17/2024,20.92,81.28,88,Satisfactory,,,,,,,,,,
Amritsar,6/18/2024,30.1,96.19,93,Satisfactory,,,,,,,,,,
Amritsar,6/19/2024,43.88,137.19,112,Moderate,,,,,,,,,,
Amritsar,6/20/2024,44.86,144.69,138,Moderate,,,,,,,,,,
Amritsar,6/21/2024,56.47,158.03,124,Moderate,,,,,,,,,,
Amritsar,6/22/2024,20.96,75.37,106,Moderate,,,,,,,,,,
Amritsar,6/23/2024,15.44,57.58,72,Satisfactory,,,,,,,,,,
Amritsar,7/8/2024,46.28,131.27,126,Moderate,,,,,,,,,,
Amritsar,7/9/2024,34.09,105.54,110,Moderate,,,,,,,,,,
Amritsar,7/10/2024,42.13,124.71,112,Moderate,,,,,,,,,,
Amritsar,7/11/2024,28.51,138.44,138,Moderate,,,,,,,,,,
Amritsar,7/12/2024,34.87,97.24,96,Satisfactory,,,,,,,,,,
Amritsar,7/13/2024,18.64,55.1,77,Satisfactory,,,,,,,,,,
Amritsar,7/14/2024,28.11,65.25,72,Satisfactory,,,,,,,,,,
Amritsar,7/15/2024,42.29,99.54,83,Satisfactory,,,,,,,,,,
Amritsar,7/16/2024,52.59,129.54,107,Moderate,,,,,,,,,,
Amritsar,7/17/2024,55.56,140.47,128,Moderate,,,,,,,,,,
Amritsar,7/18/2024,33.87,119.64,122,Moderate,,,,,,,,,,
Amritsar,7/19/2024,22.94,70.01,99,Satisfactory,,,,,,,,,,
Amritsar,7/20/2024,35.71,100.19,85,Satisfactory,,,,,,,,,,
Amritsar,7/21/2024,43,134.69,117,Moderate,,,,,,,,,,
Amritsar,7/22/2024,17.8,63.32,94,Satisfactory,,,,,,,,,,
Amritsar,7/23/2024,21.1,77.96,66,Satisfactory,,,,,,,,,,
Amritsar,7/24/2024,23.62,80.1,78,Satisfactory,,,,,,,,,,
Amritsar,7/25/2024,29.8,98.84,94,Satisfactory,,,,,,,,,,
Amritsar,7/26/2024,60.36,161.24,119,Moderate,,,,,,,,,,
Amritsar,7/27/2024,69.33,167.05,148,Moderate,,,,,,,,,,
Amritsar,7/28/2024,43.85,109.9,119,Moderate,,,,,,,,,,
Amritsar,7/29/2024,81.81,203.55,138,Moderate,,,,,,,,,,
Amritsar,7/30/2024,71.4,148.06,156,Moderate,,,,,,,,,,
Amritsar,7/31/2024,61.67,148.89,136,Moderate,,,,,,,,,,
Amritsar,8/1/2024,64.92,178.5,149,Moderate,,,,,,,,,,
Amritsar,8/2/2024,77.06,201.95,157,Moderate,,,,,,,,,,
Amritsar,8/3/2024,60.54,188.97,161,Moderate,,,,,,,,,,
Amritsar,8/4/2024,37.37,83.42,120,Moderate,,,,,,,,,,
Amritsar,8/5/2024,46.96,117.05,104,Moderate,,,,,,,,,,
Amritsar,8/6/2024,60.38,157.78,123,Moderate,,,,,,,,,,
Amritsar,8/7/2024,43.89,121.76,131,Moderate,,,,,,,,,,
Amritsar,8/8/2024,26.75,83.47,95,Satisfactory,,,,,,,,,,
Amritsar,8/9/2024,31.61,81.6,82,Satisfactory,,,,,,,,,,
Amritsar,8/10/2024,58.47,118.73,100,Satisfactory,,,,,,,,,,
Amritsar,8/11/2024,99.65,169.11,178,Moderate,,,,,,,,,,
Amritsar,8/12/2024,108.04,198.34,252,Poor,,,,,,,,,,
Amritsar,8/13/2024,118.6,206.81,273,Poor,,,,,,,,,,
Amritsar,8/14/2024,41.29,89.89,153,Moderate,,,,,,,,,,
Amritsar,8/15/2024,51.48,113.43,102,Moderate,,,,,,,,,,
Amritsar,8/16/2024,75.55,148.68,128,Moderate,,,,,,,,,,
Amritsar,8/17/2024,56.32,136.55,127,Moderate,,,,,,,,,,
Amritsar,8/18/2024,92.14,196.87,167,Moderate,,,,,,,,,,
Amritsar,8/19/2024,84.74,196.78,206,Poor,,,,,,,,,,
Amritsar,8/20/2024,72.32,163.27,149,Moderate,,,,,,,,,,
Amritsar,8/21/2024,67.71,106.21,131,Moderate,,,,,,,,,,
Amritsar,8/22/2024,74.3,134.46,127,Moderate,,,,,,,,,,
Amritsar,8/23/2024,104.43,152.02,252,Poor,,,,,,,,,,
Amritsar,8/24/2024,52.81,112.14,134,Moderate,,,,,,,,,,
Amritsar,8/25/2024,51.88,100.81,102,Moderate,,,,,,,,,,
Amritsar,8/26/2024,62.72,124.43,114,Moderate,,,,,,,,,,
Amritsar,8/27/2024,74.08,126.26,132,Moderate,,,,,,,,,,
Amritsar,8/28/2024,72.53,138.75,134,Moderate,,,,,,,,,,
Amritsar,8/29/2024,108.07,76.5,225,Poor,,,,,,,,,,
Amritsar,8/30/2024,74.32,61.18,196,Moderate,,,,,,,,,,
Amritsar,8/31/2024,66.86,67.01,113,Moderate,,,,,,,,,,
Amritsar,9/1/2024,75.49,327.61,130,Moderate,,,,,,,,,,
Amritsar,9/2/2024,99.15,331.54,254,Poor,,,,,,,,,,
Amritsar,9/3/2024,48.66,179.33,200,Moderate,,,,,,,,,,
Amritsar,9/4/2024,67.25,199.98,164,Moderate,,,,,,,,,,
Amritsar,9/5/2024,61.84,194.06,174,Moderate,,,,,,,,,,
Amritsar,9/6/2024,59.22,208.58,164,Moderate,,,,,,,,,,
Amritsar,9/7/2024,,,170,Moderate,,,,,,,,,,
Amritsar,9/9/2024,54.7,175.81,148,Moderate,,,,,,,,,,
Amritsar,9/10/2024,29.87,135.11,133,Moderate,,,,,,,,,,
Amritsar,9/11/2024,50.25,148.66,128,Moderate,,,,,,,,,,
Amritsar,9/12/2024,51.72,175.01,135,Moderate,,,,,,,,,,
Amritsar,9/14/2024,83.88,340.65,221,Poor,,,,,,,,,,
Amritsar,9/15/2024,194.84,917.08,732,Severe,,,,,,,,,,
Amritsar,9/16/2024,262.84,802.87,869,Severe,,,,,,,,,,
Amritsar,9/17/2024,145.95,401.62,695,Severe,,,,,,,,,,
Amritsar,9/18/2024,49.36,215.18,222,Poor,,,,,,,,,,
Amritsar,9/19/2024,41.53,183.02,158,Moderate,,,,,,,,,,
Amritsar,9/20/2024,39.78,171.73,154,Moderate,,,,,,,,,,
Amritsar,9/21/2024,44.05,152.49,143,Moderate,,,,,,,,,,
Amritsar,9/22/2024,33.94,120.27,121,Moderate,,,,,,,,,,
Amritsar,9/23/2024,40.94,150.34,126,Moderate,,,,,,,,,,
Amritsar,9/24/2024,32.02,154.91,145,Moderate,,,,,,,,,,
Amritsar,9/25/2024,41.94,120.52,113,Moderate,,,,,,,,,,
Amritsar,9/26/2024,45.02,174.24,113,Moderate,,,,,,,,,,
Amritsar,9/27/2024,49.85,229.22,189,Moderate,,,,,,,,,,
Amritsar,9/28/2024,30.38,85.39,110,Moderate,,,,,,,,,,
Amritsar,9/29/2024,21.99,46.12,86,Satisfactory,,,,,,,,,,
Amritsar,9/30/2024,14.6,40.21,47,Good,,,,,,,,,,
Amritsar,10/1/2024,26.32,72.24,50,Good,,,,,,,,,,
Amritsar,10/2/2024,39.38,89.71,94,Satisfactory,,,,,,,,,,
Amritsar,10/3/2024,42.91,96.36,96,Satisfactory,,,,,,,,,,
Amritsar,10/4/2024,29.81,42.27,59,Satisfactory,,,,,,,,,,
Amritsar,10/5/2024,57.48,49.28,83,Satisfactory,,,,,,,,,,
Amritsar,10/6/2024,35.43,75.99,71,Satisfactory,,,,,,,,,,
Amritsar,10/7/2024,57.96,119.11,101,Moderate,,,,,,,,,,
Amritsar,10/8/2024,51.58,109.11,107,Moderate,,,,,,,,,,
Amritsar,10/9/2024,41.99,92.76,95,Satisfactory,,,,,,,,,,
Amritsar,10/10/2024,43.36,87.53,93,Satisfactory,,,,,,,,,,
Amritsar,10/11/2024,52.64,68.71,88,Satisfactory,,,,,,,,,,
Amritsar,10/12/2024,28.48,46.52,81,Satisfactory,,,,,,,,,,
Amritsar,10/13/2024,36.03,55.76,50,Good,,,,,,,,,,
Amritsar,10/14/2024,16.45,33.03,60,Satisfactory,,,,,,,,,,
Amritsar,10/17/2024,28.43,47.3,49,Good,,,,,,,,,,
Amritsar,10/18/2024,22.09,41.49,49,Good,,,,,,,,,,
Amritsar,10/19/2024,24.9,53.83,55,Satisfactory,,,,,,,,,,
Amritsar,10/21/2024,26.85,65.56,67,Satisfactory,,,,,,,,,,
Amritsar,10/22/2024,27.89,60.21,64,Satisfactory,,,,,,,,,,
Amritsar,10/23/2024,25.89,27.13,54,Satisfactory,,,,,,,,,,
Amritsar,10/24/2024,23.24,40.44,50,Good,,,,,,,,,,
Amritsar,10/25/2024,24.15,48.14,74,Satisfactory,,,,,,,,,,
Amritsar,10/26/2024,28.38,51.05,54,Satisfactory,,,,,,,,,,
Amritsar,10/27/2024,14.82,31.86,50,Good,,,,,,,,,,
Amritsar,10/29/2024,,28.23,25,Good,,,,,,,,,,
Amritsar,10/30/2024,,38.77,46,Good,,,,,,,,,,
Amritsar,10/31/2024,,49.86,68,Satisfactory,,,,,,,,,,
Amritsar,11/1/2024,,59.9,59,Satisfactory,,,,,,,,,,
Amritsar,11/2/2024,,63.84,71,Satisfactory,,,,,,,,,,
Amritsar,11/3/2024,,61.34,62,Satisfactory,,,,,,,,,,
Amritsar,11/4/2024,,147.2,67,Satisfactory,,,,,,,,,,
Amritsar,11/5/2024,,127.95,126,Moderate,,,,,,,,,,
Amritsar,11/6/2024,,83.64,100,Satisfactory,,,,,,,,,,
Amritsar,11/7/2024,,47.79,66,Satisfactory,,,,,,,,,,
Amritsar,11/8/2024,,19.9,39,Good,,,,,,,,,,
Amritsar,11/9/2024,,18.23,37,Good,,,,,,,,,,
Amritsar,11/10/2024,,19.99,40,Good,,,,,,,,,,
Amritsar,11/11/2024,,38.43,42,Good,,,,,,,,,,
Amritsar,11/12/2024,,38.21,42,Good,,,,,,,,,,
Amritsar,11/13/2024,,65.08,43,Good,,,,,,,,,,
Amritsar,11/14/2024,,47.75,64,Satisfactory,,,,,,,,,,
Amritsar,11/15/2024,,35.59,44,Good,,,,,,,,,,
Amritsar,11/19/2024,,28.55,64,Satisfactory,,,,,,,,,,
Amritsar,11/20/2024,,24.03,40,Good,,,,,,,,,,
Amritsar,11/21/2024,,39.04,61,Satisfactory,,,,,,,,,,
Amritsar,11/22/2024,19.92,37.9,42,Good,,,,,,,,,,
Amritsar,11/24/2024,,30.87,40,Good,,,,,,,,,,
Amritsar,11/25/2024,,47.04,39,Good,,,,,,,,,,
Amritsar,11/30/2024,,99.16,98,Satisfactory,,,,,,,,,,
Amritsar,12/1/2024,,73.84,86,Satisfactory,,,,,,,,,,
Amritsar,12/2/2024,,86.23,72,Satisfactory,,,,,,,,,,
Amritsar,12/3/2024,,74.16,78,Satisfactory,,,,,,,,,,
Amritsar,12/6/2024,,39.17,39,Good,,,,,,,,,,
Amritsar,12/7/2024,,64.29,53,Satisfactory,,,,,,,,,,
Amritsar,12/8/2024,,82.86,70,Satisfactory,,,,,,,,,,
Amritsar,12/9/2024,,56.13,72,Satisfactory,,,,,,,,,,
Amritsar,12/10/2024,,24.89,40,Good,,,,,,,,,,
Amritsar,12/11/2024,,34.62,33,Good,,,,,,,,,,
Amritsar,12/12/2024,,43.28,36,Good,,,,,,,,,,
Amritsar,12/13/2024,,42.87,45,Good,,,,,,,,,,
Amritsar,12/14/2024,,47.01,46,Good,,,,,,,,,,
Amritsar,12/15/2024,,84.37,56,Satisfactory,,,,,,,,,,
Amritsar,12/16/2024,,44.41,77,Satisfactory,,,,,,,,,,
Amritsar,12/17/2024,,36.96,38,Good,,,,,,,,,,
Amritsar,12/18/2024,,41.76,39,Good,,,,,,,,,,
Amritsar,12/19/2024,,56.83,48,Good,,,,,,,,,,
Amritsar,12/20/2024,,67.86,63,Satisfactory,,,,,,,,,,
Amritsar,12/21/2024,,81.95,76,Satisfactory,,,,,,,,,,
Amritsar,12/22/2024,,88.29,84,Satisfactory,,,,,,,,,,
Amritsar,12/23/2024,,73.77,86,Satisfactory,,,,,,,,,,
Amritsar,12/24/2024,,33.3,52,Satisfactory,,,,,,,,,,
Amritsar,12/25/2024,,10.81,32,Good,,,,,,,,,,
Amritsar,12/26/2024,,17.01,22,Good,,,,,,,,,,
Amritsar,12/27/2024,,27.65,20,Good,,,,,,,,,,
Amritsar,12/28/2024,,84.37,56,Satisfactory,,,,,,,,,,
Amritsar,12/29/2024,,93.59,91,Satisfactory,,,,,,,,,,
Amritsar,12/30/2024,,94.38,94,Satisfactory,,,,,,,,,,
Amritsar,12/31/2024,,43.79,67,Satisfactory,,,,,,,,,,
Amritsar,1/1/2025,,84.29,68,Satisfactory,,,,,,,,,,
Amritsar,1/2/2025,,119.97,100,Satisfactory,,,,,,,,,,
Amritsar,1/3/2025,,130.41,119,Moderate,,,,,,,,,,
Amritsar,1/4/2025,,134.54,122,Moderate,,,,,,,,,,
Amritsar,1/5/2025,,79.33,104,Moderate,,,,,,,,,,
