City,Date,PM2.5,PM10,AQI,AQI_Bucket,,,,,,,,,,3146
Amritsar,1/6/2025,,65.32,78,Satisfactory,,,,,,,,,,
Amritsar,1/7/2025,,95.99,83,Satisfactory,,,,,,,,,,
Amritsar,1/8/2025,,194.56,133,Moderate,,,,,,,,,,
Amritsar,1/9/2025,,154.77,157,Moderate,,,,,,,,,,
Amritsar,1/10/2025,,87.81,106,Moderate,,,,,,,,,,
Amritsar,1/11/2025,,132.12,93,Satisfactory,,,,,,,,,,
Amritsar,1/12/2025,,152.34,146,Moderate,,,,,,,,,,
Amritsar,1/13/2025,,152.55,129,Moderate,,,,,,,,,,
Amritsar,1/14/2025,,211.81,150,Moderate,,,,,,,,,,
Amritsar,1/15/2025,,271.06,209,Poor,,,,,,,,,,
Amritsar,1/16/2025,,228.06,203,Poor,,,,,,,,,,
Amritsar,1/17/2025,,125.47,145,Moderate,,,,,,,,,,
Amritsar,1/18/2025,,121.94,106,Moderate,,,,,,,,,,
Amritsar,1/19/2025,,106.02,118,Moderate,,,,,,,,,,
Amritsar,1/20/2025,,112.9,106,Moderate,,,,,,,,,,
Amritsar,1/21/2025,,85.78,96,Satisfactory,,,,,,,,,,
Amritsar,1/22/2025,41.99,143.94,115,Moderate,,,,,,,,,,
Amritsar,1/23/2025,59.95,182.15,145,Moderate,,,,,,,,,,
Amritsar,1/24/2025,48.96,144.84,137,Moderate,,,,,,,,,,
Amritsar,1/25/2025,61.79,184.57,152,Moderate,,,,,,,,,,
Amritsar,1/26/2025,37.17,106.31,119,Moderate,,,,,,,,,,
Amritsar,1/27/2025,42.12,120.38,107,Moderate,,,,,,,,,,
Amritsar,1/28/2025,48.55,138.69,124,Moderate,,,,,,,,,,
Amritsar,1/29/2025,45.78,130.79,122,Moderate,,,,,,,,,,
Amritsar,1/30/2025,57.31,175.25,138,Moderate,,,,,,,,,,
Amritsar,1/31/2025,57.94,171.82,144,Moderate,,,,,,,,,,
Amritsar,2/1/2025,49.3,143.96,140,Moderate,,,,,,,,,,
Amritsar,2/2/2025,116.63,306.18,251,Poor,,,,,,,,,,
Amritsar,2/3/2025,33.74,87.84,137,Moderate,,,,,,,,,,
Amritsar,2/4/2025,48.76,139.29,112,Moderate,,,,,,,,,,
Amritsar,2/5/2025,27.22,102.81,124,Moderate,,,,,,,,,,
Amritsar,2/7/2025,31.86,90.9,74,Satisfactory,,,,,,,,,,
Amritsar,2/8/2025,73.92,213.3,146,Moderate,,,,,,,,,,
Amritsar,2/9/2025,96.85,215.67,237,Poor,,,,,,,,,,
Amritsar,2/10/2025,60.41,112.53,124,Moderate,,,,,,,,,,
Amritsar,2/11/2025,54.89,157.76,114,Moderate,,,,,,,,,,
Amritsar,2/12/2025,62.42,178.25,158,Moderate,,,,,,,,,,
Amritsar,2/13/2025,33.74,96.43,120,Moderate,,,,,,,,,,
Amritsar,2/14/2025,45.16,129.04,101,Moderate,,,,,,,,,,
Amritsar,2/15/2025,42.61,121.76,129,Moderate,,,,,,,,,,
Amritsar,2/17/2025,49.87,142.45,115,Moderate,,,,,,,,,,
Amritsar,2/18/2025,71.74,205.11,156,Moderate,,,,,,,,,,
Amritsar,2/19/2025,54.93,152.6,158,Moderate,,,,,,,,,,
Amritsar,2/20/2025,48.16,128.53,117,Moderate,,,,,,,,,,
Amritsar,2/21/2025,52.3,139.23,125,Moderate,,,,,,,,,,
Amritsar,2/22/2025,93.43,147.22,140,Moderate,,,,,,,,,,
Amritsar,2/23/2025,112.18,162.8,306,Very Poor,,,,,,,,,,
Amritsar,2/24/2025,46.38,102.86,134,Moderate,,,,,,,,,,
Amritsar,2/25/2025,45.32,100.78,91,Satisfactory,,,,,,,,,,
Amritsar,2/26/2025,68.66,152.57,121,Moderate,,,,,,,,,,
Amritsar,2/27/2025,63.86,142.12,135,Moderate,,,,,,,,,,
Amritsar,2/28/2025,69.37,154.01,132,Moderate,,,,,,,,,,
Amritsar,3/1/2025,63.2,140.32,127,Moderate,,,,,,,,,,
Amritsar,3/2/2025,65.15,144.93,130,Moderate,,,,,,,,,,
Amritsar,3/3/2025,62.87,139.7,135,Moderate,,,,,,,,,,
Amritsar,3/4/2025,62.95,140.07,125,Moderate,,,,,,,,,,
Amritsar,3/5/2025,41.91,93.07,109,Moderate,,,,,,,,,,
Amritsar,3/6/2025,53.8,123.95,101,Moderate,,,,,,,,,,
Amritsar,3/7/2025,76.21,168.2,115,Moderate,,,,,,,,,,
Amritsar,3/8/2025,61.69,137.47,127,Moderate,,,,,,,,,,
Amritsar,3/9/2025,70.49,156.56,139,Moderate,,,,,,,,,,
Amritsar,3/10/2025,63.57,141.24,130,Moderate,,,,,,,,,,
Amritsar,3/11/2025,69.19,153.63,131,Moderate,,,,,,,,,,
Amritsar,3/12/2025,73.15,162.47,144,Moderate,,,,,,,,,,
Amritsar,3/13/2025,54.54,121.13,131,Moderate,,,,,,,,,,
Amritsar,3/14/2025,23.84,52.99,94,Satisfactory,,,,,,,,,,
Amritsar,3/15/2025,34.41,76.5,91,Satisfactory,,,,,,,,,,
Amritsar,3/16/2025,35.39,78.62,90,Satisfactory,,,,,,,,,,
Amritsar,3/17/2025,43.93,100.62,99,Satisfactory,,,,,,,,,,
Amritsar,3/18/2025,37.55,84.08,87,Satisfactory,,,,,,,,,,
Amritsar,3/19/2025,49.82,120.8,102,Moderate,,,,,,,,,,
Amritsar,3/20/2025,61.91,138.56,118,Moderate,,,,,,,,,,
Amritsar,3/21/2025,72.97,163.05,138,Moderate,,,,,,,,,,
Amritsar,3/22/2025,81.51,181.02,160,Moderate,,,,,,,,,,
Amritsar,3/23/2025,56.93,126.56,143,Moderate,,,,,,,,,,
Amritsar,3/24/2025,56.6,125.74,110,Moderate,,,,,,,,,,
Amritsar,3/25/2025,62.09,138.1,126,Moderate,,,,,,,,,,
Amritsar,3/26/2025,75.18,166.81,127,Moderate,,,,,,,,,,
Amritsar,3/27/2025,64.23,141.23,149,Moderate,,,,,,,,,,
Amritsar,3/28/2025,68.66,152.5,137,Moderate,,,,,,,,,,
Amritsar,3/29/2025,74.91,178.86,144,Moderate,,,,,,,,,,
Amritsar,3/30/2025,72.08,160.38,154,Moderate,,,,,,,,,,
Amritsar,3/31/2025,70.27,155.08,131,Moderate,,,,,,,,,,
Amritsar,4/1/2025,98.32,218.44,200,Moderate,,,,,,,,,,
Amritsar,4/2/2025,78.83,175,174,Moderate,,,,,,,,,,
Amritsar,4/3/2025,78.42,186.41,184,Moderate,,,,,,,,,,
Amritsar,4/4/2025,92.38,205.42,170,Moderate,,,,,,,,,,
Amritsar,4/5/2025,77.42,171.98,176,Moderate,,,,,,,,,,
Amritsar,4/6/2025,45.44,100.89,131,Moderate,,,,,,,,,,
Amritsar,4/7/2025,34.45,76.48,81,Satisfactory,,,,,,,,,,
Amritsar,4/8/2025,28.29,62.82,77,Satisfactory,,,,,,,,,,
Amritsar,4/9/2025,14.54,32.35,70,Satisfactory,,,,,,,,,,
Amritsar,4/10/2025,24.39,55.75,69,Satisfactory,,,,,,,,,,
Amritsar,4/11/2025,27.89,61.97,64,Satisfactory,,,,,,,,,,
Amritsar,4/12/2025,37.34,88.8,75,Satisfactory,,,,,,,,,,
Amritsar,4/13/2025,45.99,102.22,98,Satisfactory,,,,,,,,,,
Amritsar,4/14/2025,69.5,159.89,101,Moderate,,,,,,,,,,
Amritsar,4/15/2025,52.22,115.98,118,Moderate,,,,,,,,,,
Amritsar,4/16/2025,27.56,61.73,83,Satisfactory,,,,,,,,,,
Amritsar,4/17/2025,28.1,73.28,80,Satisfactory,,,,,,,,,,
Amritsar,4/18/2025,47.88,114.7,73,Satisfactory,,,,,,,,,,
Amritsar,4/19/2025,70.18,163.27,133,Moderate,,,,,,,,,,
Amritsar,4/20/2025,64.8,148.01,135,Moderate,,,,,,,,,,
Amritsar,4/21/2025,34.37,82.02,131,Moderate,,,,,,,,,,
Amritsar,4/22/2025,2.85,11.43,56,Satisfactory,,,,,,,,,,
Amritsar,4/23/2025,15.53,54.85,54,Satisfactory,,,,,,,,,,
Amritsar,4/24/2025,14.88,35.71,50,Good,,,,,,,,,,
Amritsar,4/25/2025,9.17,25.17,48,Good,,,,,,,,,,
Amritsar,4/26/2025,10.42,29.31,42,Good,,,,,,,,,,
Amritsar,4/28/2025,73.78,119.03,142,Moderate,,,,,,,,,,
Amritsar,4/29/2025,44.72,98.2,122,Moderate,,,,,,,,,,
Amritsar,4/30/2025,34.14,73.32,76,Satisfactory,,,,,,,,,,
Amritsar,5/1/2025,58.49,104.54,90,Satisfactory,,,,,,,,,,
Amritsar,5/2/2025,56.89,94.19,98,Satisfactory,,,,,,,,,,
Amritsar,5/3/2025,70.78,114.9,113,Moderate,,,,,,,,,,
Amritsar,5/4/2025,33.66,52.12,83,Satisfactory,,,,,,,,,,
Amritsar,5/5/2025,34.5,50.39,58,Satisfactory,,,,,,,,,,
Amritsar,5/6/2025,40.16,68.34,62,Satisfactory,,,,,,,,,,
Amritsar,5/7/2025,47.96,88.1,84,Satisfactory,,,,,,,,,,
Amritsar,5/8/2025,67.94,156.16,113,Moderate,,,,,,,,,,
Amritsar,5/9/2025,48.54,154.64,146,Moderate,,,,,,,,,,
Amritsar,5/10/2025,82.06,113.3,154,Moderate,,,,,,,,,,
Amritsar,5/11/2025,45.96,60.92,98,Satisfactory,,,,,,,,,,
Amritsar,5/12/2025,30.86,53.32,71,Satisfactory,,,,,,,,,,
Amritsar,5/13/2025,36.56,73.1,59,Satisfactory,,,,,,,,,,
Amritsar,5/14/2025,72.25,152.76,126,Moderate,,,,,,,,,,
Amritsar,5/15/2025,41.63,133.64,132,Moderate,,,,,,,,,,
Amritsar,5/16/2025,72.66,138.2,121,Moderate,,,,,,,,,,
Amritsar,5/17/2025,77.14,132.69,164,Moderate,,,,,,,,,,
Amritsar,5/18/2025,47.29,84.07,119,Moderate,,,,,,,,,,
Amritsar,5/19/2025,16.68,45.69,51,Satisfactory,,,,,,,,,,
Amritsar,5/20/2025,34.55,73.44,62,Satisfactory,,,,,,,,,,
Amritsar,5/21/2025,61.25,130.3,99,Satisfactory,,,,,,,,,,
Amritsar,5/22/2025,21.95,46.79,85,Satisfactory,,,,,,,,,,
Amritsar,5/23/2025,25.43,54.23,44,Good,,,,,,,,,,
Amritsar,5/24/2025,36.81,81.97,79,Satisfactory,,,,,,,,,,
Amritsar,5/25/2025,44.38,41.67,60,Satisfactory,,,,,,,,,,
Amritsar,5/26/2025,41.11,64.08,92,Satisfactory,,,,,,,,,,
Amritsar,5/27/2025,40.75,90.57,78,Satisfactory,,,,,,,,,,
Amritsar,5/28/2025,63.67,141.48,120,Moderate,,,,,,,,,,
Amritsar,5/29/2025,63.92,144.54,128,Moderate,,,,,,,,,,
Amritsar,5/30/2025,36.2,75.43,96,Satisfactory,,,,,,,,,,
Amritsar,5/31/2025,35.6,79.37,74,Satisfactory,,,,,,,,,,
Amritsar,6/1/2025,37.12,80.11,82,Satisfactory,,,,,,,,,,
Amritsar,6/2/2025,57.28,122.07,109,Moderate,,,,,,,,,,
Amritsar,6/3/2025,19.68,52.76,76,Satisfactory,,,,,,,,,,
Amritsar,6/4/2025,19.43,42.71,46,Good,,,,,,,,,,
Amritsar,6/5/2025,23.77,56.26,48,Good,,,,,,,,,,
Amritsar,6/7/2025,46.13,113.27,111,Moderate,,,,,,,,,,
Amritsar,6/8/2025,74.7,125.2,135,Moderate,,,,,,,,,,
Amritsar,6/9/2025,44.85,82.82,96,Satisfactory,,,,,,,,,,
Amritsar,6/10/2025,37.6,67.05,77,Satisfactory,,,,,,,,,,
Amritsar,6/11/2025,67.44,106.6,99,Satisfactory,,,,,,,,,,
Amritsar,6/12/2025,37.63,63.42,85,Satisfactory,,,,,,,,,,
Amritsar,6/13/2025,37.63,77.26,60,Satisfactory,,,,,,,,,,
Amritsar,6/14/2025,69.9,115.62,114,Moderate,,,,,,,,,,
Amritsar,6/15/2025,49.28,78.65,106,Moderate,,,,,,,,,,
Amritsar,6/16/2025,43.24,71.85,74,Satisfactory,,,,,,,,,,
Amritsar,6/17/2025,43.63,68.04,71,Satisfactory,,,,,,,,,,
Amritsar,6/18/2025,74.37,112.38,119,Moderate,,,,,,,,,,
Amritsar,6/19/2025,70.64,116.4,136,Moderate,,,,,,,,,,
Amritsar,6/20/2025,71.22,113.04,142,Moderate,,,,,,,,,,
Amritsar,6/21/2025,30.74,55.69,86,Satisfactory,,,,,,,,,,
Amritsar,6/22/2025,40.85,59.79,61,Satisfactory,,,,,,,,,,
Amritsar,6/23/2025,36.84,66.44,69,Satisfactory,,,,,,,,,,
Amritsar,6/24/2025,54.1,82.51,82,Satisfactory,,,,,,,,,,
Amritsar,6/25/2025,43.03,66.96,71,Satisfactory,,,,,,,,,,
Amritsar,6/26/2025,52.6,85.3,89,Satisfactory,,,,,,,,,,
Amritsar,6/27/2025,66.24,97.35,95,Satisfactory,,,,,,,,,,
Amritsar,6/28/2025,88.86,143.79,148,Moderate,,,,,,,,,,
Amritsar,6/29/2025,86.36,127.89,230,Poor,,,,,,,,,,
Amritsar,6/30/2025,73.09,113.95,139,Moderate,,,,,,,,,,
Amritsar,7/1/2025,60.48,106.94,135,Moderate,,,,,,,,,,
Amritsar,7/2/2025,28.25,67.71,83,Satisfactory,,,,,,,,,,
Amritsar,7/3/2025,43.8,95.73,87,Satisfactory,,,,,,,,,,
Amritsar,7/4/2025,71.36,120.11,118,Moderate,,,,,,,,,,
Amritsar,7/5/2025,54.24,94.69,139,Moderate,,,,,,,,,,
Amritsar,7/6/2025,66.98,111.23,110,Moderate,,,,,,,,,,
Amritsar,7/7/2025,84.64,139.75,167,Moderate,,,,,,,,,,
Amritsar,7/8/2025,92.19,167.42,182,Moderate,,,,,,,,,,
Amritsar,7/9/2025,28.98,72.15,122,Moderate,,,,,,,,,,
Amritsar,7/10/2025,34.9,94.52,90,Satisfactory,,,,,,,,,,
Amritsar,7/11/2025,70.98,129.01,122,Moderate,,,,,,,,,,
Amritsar,7/12/2025,53.72,112.19,114,Moderate,,,,,,,,,,
Amritsar,7/13/2025,53.68,81.89,97,Satisfactory,,,,,,,,,,
Amritsar,7/14/2025,35.58,83.38,89,Satisfactory,,,,,,,,,,
Amritsar,7/15/2025,33.04,85.15,78,Satisfactory,,,,,,,,,,
Amritsar,7/16/2025,43.46,90.03,93,Satisfactory,,,,,,,,,,
Amritsar,7/17/2025,49.03,122.91,111,Moderate,,,,,,,,,,
Amritsar,7/18/2025,38.2,105.68,126,Moderate,,,,,,,,,,
Amritsar,7/19/2025,30.8,54.33,65,Satisfactory,,,,,,,,,,
Amritsar,7/20/2025,31.83,60.62,58,Satisfactory,,,,,,,,,,
Amritsar,7/21/2025,43.3,81.48,87,Satisfactory,,,,,,,,,,
Amritsar,7/22/2025,47.63,96.05,101,Moderate,,,,,,,,,,
Amritsar,7/23/2025,64.79,125.99,124,Moderate,,,,,,,,,,
Amritsar,7/24/2025,79.94,147.5,158,Moderate,,,,,,,,,,
Amritsar,7/25/2025,62.45,130.58,129,Moderate,,,,,,,,,,
Amritsar,7/26/2025,35.46,150.77,149,Moderate,,,,,,,,,,
Amritsar,7/27/2025,36.93,76.91,91,Satisfactory,,,,,,,,,,
Amritsar,7/28/2025,38.07,79.67,82,Satisfactory,,,,,,,,,,
Amritsar,7/29/2025,60.35,110.87,93,Satisfactory,,,,,,,,,,
Amritsar,7/30/2025,61.59,151.49,125,Moderate,,,,,,,,,,
Amritsar,7/31/2025,58.58,131.1,129,Moderate,,,,,,,,,,
Amritsar,8/1/2025,47.27,135.19,124,Moderate,,,,,,,,,,
Amritsar,8/2/2025,43.45,95.71,106,Moderate,,,,,,,,,,
Amritsar,8/3/2025,38.35,110.64,109,Moderate,,,,,,,,,,
Amritsar,8/4/2025,30.74,80.8,97,Satisfactory,,,,,,,,,,
Amritsar,8/5/2025,43.75,100.92,97,Satisfactory,,,,,,,,,,
Amritsar,8/6/2025,74.98,145.44,114,Moderate,,,,,,,,,,
Amritsar,8/7/2025,59.63,118.65,147,Moderate,,,,,,,,,,
Amritsar,8/8/2025,65.93,129.11,119,Moderate,,,,,,,,,,
Amritsar,8/9/2025,54.21,110.82,120,Moderate,,,,,,,,,,
Amritsar,8/10/2025,84.41,144.68,147,Moderate,,,,,,,,,,
Amritsar,8/11/2025,97.06,176.04,198,Moderate,,,,,,,,,,
Amritsar,8/12/2025,93.87,135.68,244,Poor,,,,,,,,,,
Amritsar,8/13/2025,37.95,76.21,116,Moderate,,,,,,,,,,
Amritsar,8/14/2025,90.72,142.79,174,Moderate,,,,,,,,,,
Amritsar,8/15/2025,36.44,63.95,99,Satisfactory,,,,,,,,,,
Amritsar,8/16/2025,69.3,135.22,112,Moderate,,,,,,,,,,
Amritsar,8/17/2025,34.17,70.38,101,Moderate,,,,,,,,,,
Amritsar,8/18/2025,38.31,96.81,99,Satisfactory,,,,,,,,,,
Amritsar,8/19/2025,31.87,61.91,76,Satisfactory,,,,,,,,,,
Amritsar,8/20/2025,49.54,105.25,100,Satisfactory,,,,,,,,,,
Amritsar,8/21/2025,37.44,95.69,102,Moderate,,,,,,,,,,
Amritsar,8/22/2025,46.62,98.1,90,Satisfactory,,,,,,,,,,
Amritsar,8/23/2025,58.24,114.75,106,Moderate,,,,,,,,,,
Amritsar,8/24/2025,38.7,93.26,108,Moderate,,,,,,,,,,
Amritsar,8/25/2025,26.47,62.35,79,Satisfactory,,,,,,,,,,
Amritsar,8/26/2025,22.15,55.39,71,Satisfactory,,,,,,,,,,
Amritsar,8/27/2025,34.8,75.58,77,Satisfactory,,,,,,,,,,
Amritsar,8/28/2025,32.11,71.02,77,Satisfactory,,,,,,,,,,
Amritsar,8/29/2025,38.02,79.34,81,Satisfactory,,,,,,,,,,
Amritsar,8/30/2025,43.03,101.54,100,Satisfactory,,,,,,,,,,
Amritsar,8/31/2025,57.3,130.38,123,Moderate,,,,,,,,,,
Amritsar,9/1/2025,55.89,132.32,122,Moderate,,,,,,,,,,
Amritsar,9/2/2025,58.44,141.53,121,Moderate,,,,,,,,,,
Amritsar,9/3/2025,49.65,120.56,124,Moderate,,,,,,,,,,
Amritsar,9/4/2025,63.82,181.11,135,Moderate,,,,,,,,,,
Amritsar,9/5/2025,38.14,123.69,148,Moderate,,,,,,,,,,
Amritsar,9/6/2025,51.45,115.44,104,Moderate,,,,,,,,,,
Amritsar,9/7/2025,46.72,88.35,103,Moderate,,,,,,,,,,
Amritsar,9/8/2025,35.52,68.81,79,Satisfactory,,,,,,,,,,
Amritsar,9/9/2025,39.76,97.33,90,Satisfactory,,,,,,,,,,
Amritsar,9/10/2025,39.17,86.77,94,Satisfactory,,,,,,,,,,
Amritsar,9/11/2025,34.67,95.14,98,Satisfactory,,,,,,,,,,
Amritsar,9/12/2025,50.27,146.22,113,Moderate,,,,,,,,,,
Amritsar,9/13/2025,52.25,116.06,122,Moderate,,,,,,,,,,
Amritsar,9/14/2025,40.12,96.78,101,Moderate,,,,,,,,,,
Amritsar,9/15/2025,41.37,96.26,98,Satisfactory,,,,,,,,,,
Amritsar,9/16/2025,71.78,157.84,126,Moderate,,,,,,,,,,
Amritsar,9/17/2025,44.71,79.43,106,Moderate,,,,,,,,,,
Amritsar,9/18/2025,62.47,113.81,104,Moderate,,,,,,,,,,
Amritsar,9/19/2025,52.47,124.04,91,Satisfactory,,,,,,,,,,
Amritsar,9/20/2025,55.22,177.85,153,Moderate,,,,,,,,,,
Amritsar,9/21/2025,31.45,79.17,121,Moderate,,,,,,,,,,
Amritsar,9/22/2025,22.63,78.34,81,Satisfactory,,,,,,,,,,
Amritsar,9/23/2025,30.66,93.25,94,Satisfactory,,,,,,,,,,
Amritsar,9/24/2025,30.83,111.52,100,Satisfactory,,,,,,,,,,
Amritsar,9/25/2025,20.91,79.27,96,Satisfactory,,,,,,,,,,
Amritsar,9/26/2025,16.57,50.38,65,Satisfactory,,,,,,,,,,
Amritsar,9/27/2025,24.92,72.1,66,Satisfactory,,,,,,,,,,
Amritsar,9/28/2025,22.93,102.56,100,Satisfactory,,,,,,,,,,
Amritsar,9/29/2025,39.66,110.23,94,Satisfactory,,,,,,,,,,
Amritsar,9/30/2025,39.39,148.72,127,Moderate,,,,,,,,,,
Amritsar,10/1/2025,34.2,121.47,126,Moderate,,,,,,,,,,
Amritsar,10/2/2025,38.51,95.89,93,Satisfactory,,,,,,,,,,
Amritsar,10/3/2025,35.45,85.48,86,Satisfactory,,,,,,,,,,
Amritsar,10/4/2025,39.52,101.22,98,Satisfactory,,,,,,,,,,
Amritsar,10/5/2025,39.29,104.66,105,Moderate,,,,,,,,,,
Amritsar,10/6/2025,15.97,45.06,77,Satisfactory,,,,,,,,,,
Amritsar,10/7/2025,33.24,67.52,73,Satisfactory,,,,,,,,,,
Amritsar,10/8/2025,23.68,49.41,59,Satisfactory,,,,,,,,,,
Amritsar,10/9/2025,38.8,110.12,67,Satisfactory,,,,,,,,,,
Amritsar,10/10/2025,25.52,67.57,69,Satisfactory,,,,,,,,,,
Amritsar,10/11/2025,52.38,135.9,89,Satisfactory,,,,,,,,,,
Amritsar,10/12/2025,60.87,154.12,146,Moderate,,,,,,,,,,
Amritsar,10/13/2025,48.44,135.54,110,Moderate,,,,,,,,,,
Amritsar,10/14/2025,50.87,122.29,142,Moderate,,,,,,,,,,
Amritsar,10/15/2025,24.63,44.26,60,Satisfactory,,,,,,,,,,
Amritsar,10/16/2025,41.52,67.16,51,Satisfactory,,,,,,,,,,
Amritsar,10/17/2025,32.36,55.29,73,Satisfactory,,,,,,,,,,
Amritsar,10/18/2025,24.46,48.21,52,Satisfactory,,,,,,,,,,
Amritsar,10/19/2025,31.59,62.79,53,Satisfactory,,,,,,,,,,
Amritsar,10/20/2025,29.65,57.49,64,Satisfactory,,,,,,,,,,
Amritsar,10/21/2025,36.65,64.81,61,Satisfactory,,,,,,,,,,
Amritsar,10/22/2025,34.1,60.06,60,Satisfactory,,,,,,,,,,
Amritsar,10/23/2025,43.15,76.76,71,Satisfactory,,,,,,,,,,
Amritsar,10/24/2025,48.85,74.56,75,Satisfactory,,,,,,,,,,
Amritsar,10/25/2025,43.72,69.77,79,Satisfactory,,,,,,,,,,
Amritsar,10/26/2025,28.22,53,70,Satisfactory,,,,,,,,,,
Amritsar,10/27/2025,24.73,49.38,46,Good,,,,,,,,,,
Amritsar,10/28/2025,27.5,48.96,55,Satisfactory,,,,,,,,,,
Amritsar,10/29/2025,26.73,47.19,55,Satisfactory,,,,,,,,,,
Amritsar,10/30/2025,29.12,48.46,51,Satisfactory,,,,,,,,,,
Amritsar,10/31/2025,25.95,51.61,48,Good,,,,,,,,,,
Amritsar,11/1/2025,17.41,41.49,47,Good,,,,,,,,,,
Amritsar,11/2/2025,23.92,45.63,47,Good,,,,,,,,,,
Amritsar,11/3/2025,16.58,37.38,42,Good,,,,,,,,,,
Amritsar,11/4/2025,24.34,49.36,45,Good,,,,,,,,,,
Amritsar,11/5/2025,41.6,63.19,67,Satisfactory,,,,,,,,,,
Amritsar,11/6/2025,31.11,54.02,59,Satisfactory,,,,,,,,,,
Amritsar,11/7/2025,33.02,56.3,56,Satisfactory,,,,,,,,,,
Amritsar,11/8/2025,27.95,50.61,52,Satisfactory,,,,,,,,,,
Amritsar,11/9/2025,27.18,64.55,61,Satisfactory,,,,,,,,,,
Amritsar,11/10/2025,21.42,44.31,54,Satisfactory,,,,,,,,,,
Amritsar,11/11/2025,21.94,49.35,43,Good,,,,,,,,,,
Amritsar,11/12/2025,27.52,52.67,53,Satisfactory,,,,,,,,,,
Amritsar,11/13/2025,32.26,59.32,54,Satisfactory,,,,,,,,,,
Amritsar,11/14/2025,20.54,44.11,53,Satisfactory,,,,,,,,,,
Amritsar,11/15/2025,23.62,49.13,50,Good,,,,,,,,,,
Amritsar,11/16/2025,23.28,50.89,58,Satisfactory,,,,,,,,,,
Amritsar,11/17/2025,22.43,46.17,50,Good,,,,,,,,,,
Amritsar,11/18/2025,19.43,39.75,44,Good,,,,,,,,,,
Amritsar,11/19/2025,11.69,37.87,39,Good,,,,,,,,,,
Amritsar,11/20/2025,16.58,35.71,45,Good,,,,,,,,,,
Amritsar,11/21/2025,25.06,53.57,48,Good,,,,,,,,,,
Amritsar,11/22/2025,42.78,75.93,68,Satisfactory,,,,,,,,,,
Amritsar,11/23/2025,34.69,70.15,77,Satisfactory,,,,,,,,,,
Amritsar,11/24/2025,34.9,72.3,69,Satisfactory,,,,,,,,,,
Amritsar,11/25/2025,42.01,80.46,77,Satisfactory,,,,,,,,,,
Amritsar,11/26/2025,,,80,Satisfactory,,,,,,,,,,
Amritsar,11/28/2025,36.3,63.21,68,Satisfactory,,,,,,,,,,
Amritsar,11/29/2025,44.57,73.97,84,Satisfactory,,,,,,,,,,
Amritsar,11/30/2025,35.47,62.21,64,Satisfactory,,,,,,,,,,
Amritsar,12/1/2025,37.27,62.08,60,Satisfactory,,,,,,,,,,
Amritsar,12/2/2025,42.27,66.27,70,Satisfactory,,,,,,,,,,
Amritsar,12/3/2025,41.31,67.58,80,Satisfactory,,,,,,,,,,
Amritsar,12/4/2025,29.85,53.6,54,Satisfactory,,,,,,,,,,
Amritsar,12/5/2025,41.67,71.05,79,Satisfactory,,,,,,,,,,
Amritsar,12/6/2025,43.4,142.24,144,Moderate,,,,,,,,,,
Amritsar,12/7/2025,20.82,36.97,64,Satisfactory,,,,,,,,,,
Amritsar,12/8/2025,32.17,53.74,55,Satisfactory,,,,,,,,,,
Amritsar,12/9/2025,32.83,58.77,70,Satisfactory,,,,,,,,,,
Amritsar,12/10/2025,28.54,56.86,68,Satisfactory,,,,,,,,,,
Amritsar,12/11/2025,38.61,76.3,70,Satisfactory,,,,,,,,,,
Amritsar,12/12/2025,39.22,75.57,81,Satisfactory,,,,,,,,,,
Amritsar,12/13/2025,41.36,79.85,77,Satisfactory,,,,,,,,,,
Amritsar,12/14/2025,40.96,75.26,79,Satisfactory,,,,,,,,,,
Amritsar,12/15/2025,35.44,63.1,84,Satisfactory,,,,,,,,,,
Amritsar,12/16/2025,45.56,70.58,103,Moderate,,,,,,,,,,
Amritsar,12/17/2025,42.86,69.71,85,Satisfactory,,,,,,,,,,
Amritsar,12/18/2025,33.95,61.35,79,Satisfactory,,,,,,,,,,
Amritsar,12/19/2025,37.32,65.85,56,Satisfactory,,,,,,,,,,
Amritsar,12/20/2025,43.51,74.09,75,Satisfactory,,,,,,,,,,
Amritsar,12/21/2025,31.24,54.09,91,Satisfactory,,,,,,,,,,
Amritsar,12/22/2025,27.76,52.71,97,Satisfactory,,,,,,,,,,
Amritsar,12/23/2025,33.91,61.33,90,Satisfactory,,,,,,,,,,
Amritsar,12/24/2025,46.92,76.58,87,Satisfactory,,,,,,,,,,
Amritsar,12/25/2025,29.63,55.14,66,Satisfactory,,,,,,,,,,
Amritsar,12/26/2025,29.2,55.32,61,Satisfactory,,,,,,,,,,
Amritsar,12/27/2025,60.23,82.57,87,Satisfactory,,,,,,,,,,
Amritsar,12/28/2025,78.08,97.22,146,Moderate,,,,,,,,,,
Amritsar,12/29/2025,35,62.07,96,Satisfactory,,,,,,,,,,
Amritsar,12/30/2025,21.75,50.58,60,Satisfactory,,,,,,,,,,
Amritsar,12/31/2025,12.58,41.81,63,Satisfactory,,,,,,,,,,
